ID,Goles,Goles_de_no_penalti,Penaltis_convertidos,Penaltis_intentados,Tiros_de_falta,Goles,Tiros,Tiros_a_puerta,Porcent_tiros,Tiros/90,Tiros_a_puerta/90,Goles/tiros,Goles/tiros_a_puerta,Media_distancia_de_tiro
113,0,0,0,0,0,0,2,0,"0,00%",0.21,0.00,0.00,0,18.4
114,0,0,0,0,0,0,4,0,"0,00%",3.13,0.00,0.00,0,21.9
115,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
116,0,0,0,0,0,0,2,2,"100,00%",02.09,02.09,0.00,0.00,14.2
117,0,0,0,0,0,0,1,0,"0,00%",2.81,0.00,0.00,0,15.4
118,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
119,0,0,0,0,0,0,6,0,"0,00%",1.23,0.00,0.00,0,13.1
120,0,0,0,0,1,0,1,1,"100,00%",7.50,7.50,0.00,0.00,34.1
121,2,1,1,1,2,2,19,4,"21,05%",3.17,0.67,0.05,0.25,27.2
122,0,0,0,0,0,0,1,0,"0,00%",5.29,0.00,0.00,0,15.4
123,0,0,0,0,0,0,6,0,"0,00%",0.97,0.00,0.00,0,21.0
124,0,0,0,0,0,0,7,1,"14,29%",1.56,0.22,0.00,0.00,16.7
125,2,1,1,1,0,2,10,3,"30,00%",2.49,0.75,0.10,0.33,14.6
126,0,0,0,0,0,0,1,1,"100,00%",0.42,0.42,0.00,0.00,12.2
127,0,0,0,0,0,0,7,3,"42,86%",1.31,0.56,0.00,0.00,13.1
128,0,0,0,0,0,0,5,1,"20,00%",1.10,0.22,0.00,0.00,19.8
129,0,0,0,0,0,0,3,0,"0,00%",1.59,0.00,0.00,0,20.9
130,0,0,0,0,0,0,2,0,"0,00%",0.46,0.00,0.00,0,11.0
131,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
132,0,0,0,0,0,0,4,1,"25,00%",1.27,0.32,0.00,0.00,14.6
133,1,1,0,0,0,1,14,5,"35,71%",2.36,0.84,0.07,0.20,16.7
134,1,1,0,0,0,1,1,1,"100,00%",5.29,5.29,1.00,1.00,13.5
135,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
136,0,0,0,0,0,0,1,0,"0,00%",0.83,0.00,0.00,0,10.0
137,0,0,0,0,0,0,1,0,"0,00%",0.24,0.00,0.00,0,25.4
138,0,0,0,0,0,0,9,4,"44,44%",2.57,1.14,0.00,0.00,16.0
139,1,1,0,0,0,1,5,3,"60,00%",1.48,0.89,0.20,0.33,14.6
140,0,0,0,0,0,0,1,0,"0,00%",1.23,0.00,0.00,0,28.5
141,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
142,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
143,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
144,0,0,0,0,0,0,5,1,"20,00%",01.04,0.21,0.00,0.00,23.4
145,0,0,0,0,0,0,1,1,"100,00%",0.22,0.22,0.00,0.00,4.8
146,0,0,0,0,0,0,5,1,"20,00%",3.69,0.74,0.00,0.00,16.1
147,0,0,0,0,0,0,2,1,"50,00%",1.12,0.56,0.00,0.00,14.1
148,0,0,0,0,0,0,2,0,"0,00%",0.42,0.00,0.00,0,8.9
149,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
150,0,0,0,0,0,0,2,0,"0,00%",0.41,0.00,0.00,0,24.1
151,0,0,0,0,0,0,2,0,"0,00%",0.22,0.00,0.00,0,19.2
152,1,1,0,0,0,1,10,1,"10,00%",3.80,0.38,0.10,1.00,15.9
153,0,0,0,0,0,0,5,2,"40,00%",0.75,0.30,0.00,0.00,15.9
154,0,0,0,0,0,0,2,0,"0,00%",0.46,0.00,0.00,0,31.0
155,0,0,0,0,0,0,2,0,"0,00%",0.69,0.00,0.00,0,20.1
156,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
157,2,2,0,0,2,2,16,7,"43,75%",02.01,0.88,0.13,0.29,23.6
158,0,0,0,0,0,0,4,1,"25,00%",1.54,0.38,0.00,0.00,12.0
159,1,1,0,0,0,1,5,4,"80,00%",1.76,1.41,0.20,0.25,24.5
160,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
161,0,0,0,0,0,0,3,1,"33,33%",0.50,0.17,0.00,0.00,18.7
162,0,0,0,0,0,0,3,0,"0,00%",1.17,0.00,0.00,0,19.8
163,1,1,0,0,0,1,10,5,"50,00%",2.18,01.09,0.10,0.20,20.4
164,0,0,0,1,0,0,6,2,"33,33%",02.01,0.67,0.00,0.00,27.0
165,0,0,0,0,0,0,2,0,"0,00%",0.94,0.00,0.00,0,8.5
166,2,2,0,0,0,2,13,5,"38,46%",1.32,0.51,0.15,0.40,12.3
167,0,0,0,0,0,0,4,1,"25,00%",2.47,0.62,0.00,0.00,15.5
168,2,2,0,0,0,2,16,10,"62,50%",2.85,1.78,0.13,0.20,18.6
169,0,0,0,0,0,0,1,0,"0,00%",0.40,0.00,0.00,0,32.5
170,1,1,0,0,0,1,13,5,"38,46%",1.12,0.43,0.08,0.20,11.3
171,1,1,0,0,0,1,11,4,"36,36%",1.64,0.60,0.09,0.25,15.6
172,1,1,0,0,0,1,9,3,"33,33%",03.01,1.00,0.11,0.33,18.5
173,0,0,0,0,1,0,9,2,"22,22%",1.31,0.29,0.00,0.00,12.4
174,0,0,0,0,0,0,3,0,"0,00%",0.81,0.00,0.00,0,8.8
175,0,0,0,0,0,0,13,2,"15,38%",1.61,0.25,0.00,0.00,16.9
176,0,0,0,0,0,0,2,0,"0,00%",0.75,0.00,0.00,0,20.3
177,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
178,0,0,0,0,0,0,4,1,"25,00%",4.74,1.18,0.00,0.00,17.8
179,0,0,0,0,0,0,1,0,"0,00%",0.82,0.00,0.00,0,8.5
180,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
181,0,0,0,0,0,0,1,0,"0,00%",2.81,0.00,0.00,0,17.8
182,0,0,0,0,0,0,1,1,"100,00%",0.95,0.95,0.00,0.00,11.7
183,1,1,0,0,0,1,11,5,"45,45%",1.12,0.51,0.09,0.20,10.6
184,4,4,0,0,0,4,23,11,"47,83%",2.51,1.20,0.17,0.36,12.4
185,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
186,0,0,0,0,0,0,2,1,"50,00%",0.67,0.33,0.00,0.00,20.4
187,2,2,0,0,0,2,7,5,"71,43%",1.79,1.28,0.29,0.40,15.4
188,0,0,0,0,0,0,2,2,"100,00%",2.90,2.90,0.00,0.00,14.1
189,2,2,0,0,0,2,11,6,"54,55%",2.51,1.37,0.18,0.33,19.0
190,0,0,0,0,1,0,4,1,"25,00%",1.26,0.32,0.00,0.00,21.1
191,0,0,0,0,0,0,8,4,"50,00%",1.33,0.66,0.00,0.00,15.5
192,2,2,0,0,0,2,12,6,"50,00%",4.41,2.20,0.17,0.33,11.2
193,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
194,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
195,2,2,0,0,0,2,12,6,"50,00%",1.82,0.91,0.17,0.33,15.8
196,1,1,0,0,0,1,9,2,"22,22%",1.58,0.35,0.11,0.50,10.3
197,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
198,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
199,0,0,0,0,0,0,1,0,"0,00%",0.48,0.00,0.00,0,18.1
200,0,0,0,0,0,0,2,1,"50,00%",02.02,01.01,0.00,0.00,21.2
201,0,0,0,0,0,0,13,2,"15,38%",4.80,0.74,0.00,0.00,16.6
202,0,0,0,0,0,0,2,0,"0,00%",2.00,0.00,0.00,0,7.4
203,0,0,0,0,0,0,13,5,"38,46%",4.80,1.84,0.00,0.00,15.9
204,0,0,0,0,1,0,7,3,"42,86%",2.90,1.24,0.00,0.00,22.2
205,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
206,0,0,0,0,0,0,11,3,"27,27%",2.32,0.63,0.00,0.00,25.2
207,0,0,0,0,0,0,8,3,"37,50%",2.17,0.81,0.00,0.00,26.0
208,0,0,0,0,0,0,4,2,"50,00%",5.63,2.81,0.00,0.00,16.5
209,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
210,2,2,0,0,0,2,6,3,"50,00%",1.29,0.65,0.33,0.67,10.2
211,1,1,0,0,0,1,9,5,"55,56%",2.11,1.17,0.11,0.20,16.1
212,1,1,0,0,0,1,2,1,"50,00%",0.45,0.23,0.50,1.00,9.0
213,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
214,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
215,1,1,0,0,0,1,6,4,"66,67%",1.34,0.90,0.17,0.25,16.4
216,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
217,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
218,1,1,0,0,0,1,5,2,"40,00%",1.84,0.74,0.20,0.50,17.0
219,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
220,0,0,0,0,0,0,4,0,"0,00%",0.96,0.00,0.00,0,16.5
221,0,0,0,0,0,0,11,4,"36,36%",2.76,1.00,0.00,0.00,13.4
222,1,1,0,0,0,1,1,1,"100,00%",0.43,0.43,1.00,1.00,4.2
223,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
224,0,0,0,0,0,0,1,1,"100,00%",0.78,0.78,0.00,0.00,13.8
225,0,0,0,0,0,0,2,1,"50,00%",1.18,0.59,0.00,0.00,17.1
226,2,2,0,0,1,2,15,5,"33,33%",2.40,0.80,0.13,0.40,16.6
227,0,0,0,0,0,0,9,3,"33,33%",2.69,0.90,0.00,0.00,15.0
228,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
229,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
230,0,0,0,0,0,0,2,0,"0,00%",0.55,0.00,0.00,0,24.5
231,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
232,1,1,0,0,0,1,10,3,"30,00%",3.66,1.10,0.10,0.33,14.5
233,0,0,0,0,0,0,1,0,"0,00%",0.36,0.00,0.00,0,3.4
234,0,0,0,0,0,0,1,0,"0,00%",2.25,0.00,0.00,0,17.2
235,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
236,5,3,2,3,0,5,23,13,"56,52%",2.22,1.26,0.13,0.23,13.8
237,2,2,0,0,1,2,10,4,"40,00%",2.62,01.05,0.20,0.50,19.3
238,0,0,0,0,0,0,1,0,"0,00%",0.17,0.00,0.00,0,5.6
239,0,0,0,0,0,0,1,0,"0,00%",0.29,0.00,0.00,0,10.3
240,0,0,0,0,0,0,1,0,"0,00%",0.30,0.00,0.00,0,16.6
241,0,0,0,0,0,0,6,2,"33,33%",2.20,0.73,0.00,0.00,23.2
242,0,0,0,0,0,0,7,2,"28,57%",02.07,0.59,0.00,0.00,22.5
243,0,0,0,0,0,0,1,1,"100,00%",2.25,2.25,0.00,0.00,30.3
244,0,0,0,0,0,0,3,3,"100,00%",0.74,0.74,0.00,0.00,18.2
245,2,2,0,0,0,2,16,7,"43,75%",2.38,01.04,0.13,0.29,18.7
246,1,1,0,0,0,1,4,4,"100,00%",0.85,0.85,0.25,0.25,11.6
247,0,0,0,0,0,0,4,0,"0,00%",0.69,0.00,0.00,0,19.0
248,0,0,0,0,0,0,1,0,"0,00%",0.29,0.00,0.00,0,13.0
249,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
250,0,0,0,0,0,0,4,2,"50,00%",1.42,0.71,0.00,0.00,20.8
251,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
252,0,0,0,0,0,0,16,3,"18,75%",1.54,0.29,0.00,0.00,17.4
253,1,1,0,1,1,1,20,11,"55,00%",4.43,2.44,0.05,0.09,16.3
254,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
255,2,2,0,0,6,2,15,5,"33,33%",1.50,0.50,0.13,0.40,23.3
256,0,0,0,0,0,0,7,2,"28,57%",2.27,0.65,0.00,0.00,18.3
257,0,0,0,0,0,0,2,0,"0,00%",0.36,0.00,0.00,0,25.7
258,0,0,0,0,0,0,1,0,"0,00%",02.09,0.00,0.00,0,21.1
259,2,1,1,1,1,2,7,2,"28,57%",1.51,0.43,0.14,0.50,24.1
260,2,2,0,0,0,2,6,3,"50,00%",1.13,0.56,0.33,0.67,22.8
261,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
262,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
263,1,1,0,0,1,1,19,8,"42,11%",1.72,0.72,0.05,0.13,19.4
264,2,2,0,0,0,2,2,2,"100,00%",0.33,0.33,1.00,1.00,4.1
265,12,11,1,2,0,12,39,25,"64,10%",4.17,2.68,0.28,0.44,12.1
266,0,0,0,0,0,0,6,2,"33,33%",1.59,0.53,0.00,0.00,21.3
267,0,0,0,0,0,0,4,2,"50,00%",0.62,0.31,0.00,0.00,15.6
268,0,0,0,0,0,0,2,2,"100,00%",0.79,0.79,0.00,0.00,15.0
269,0,0,0,0,0,0,2,0,"0,00%",1.26,0.00,0.00,0,10.2
270,0,0,0,0,0,0,1,0,"0,00%",0.54,0.00,0.00,0,12.2
271,1,1,0,0,0,1,9,5,"55,56%",2.13,1.18,0.11,0.20,18.7
272,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
273,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
274,0,0,0,0,0,0,6,2,"33,33%",1.21,0.40,0.00,0.00,24.9
275,0,0,0,0,0,0,1,0,"0,00%",0.21,0.00,0.00,0,16.7
276,2,1,1,1,0,2,24,7,"29,17%",3.49,01.02,0.04,0.14,14.1
277,1,1,0,0,0,1,2,1,"50,00%",1.36,0.68,0.50,1.00,6.9
278,1,1,0,0,1,1,4,1,"25,00%",1.80,0.45,0.25,1.00,21.2
279,0,0,0,0,0,0,1,0,"0,00%",0.43,0.00,0.00,0,24.6
280,0,0,0,0,0,0,2,0,"0,00%",0.35,0.00,0.00,0,8.5
281,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
282,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
283,0,0,0,0,0,0,2,0,"0,00%",0.89,0.00,0.00,0,13.4
284,1,1,0,0,0,1,4,1,"25,00%",2.28,0.57,0.25,1.00,15.7
285,1,1,0,0,0,1,1,1,"100,00%",0.52,0.52,1.00,1.00,3.3
286,0,0,0,0,3,0,10,2,"20,00%",0.95,0.19,0.00,0.00,27.2
287,2,2,0,0,0,2,15,8,"53,33%",2.18,1.17,0.13,0.25,18.4
288,0,0,0,0,0,0,1,0,"0,00%",0.20,0.00,0.00,0,27.8
289,0,0,0,0,1,0,5,5,"100,00%",1.64,1.64,0.00,0.00,19.3
290,0,0,0,0,0,0,3,1,"33,33%",0.93,0.31,0.00,0.00,18.7
291,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
292,1,1,0,0,0,1,8,2,"25,00%",1.56,0.39,0.13,0.50,18.8
293,0,0,0,0,0,0,1,0,"0,00%",0.29,0.00,0.00,0,8.5
294,1,1,0,0,0,1,6,2,"33,33%",0.87,0.29,0.17,0.50,22.5
295,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
296,0,0,0,0,0,0,1,0,"0,00%",0.17,0.00,0.00,0,4.1
297,1,1,0,0,1,1,8,5,"62,50%",1.80,1.13,0.13,0.20,19.9
298,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
299,0,0,0,0,0,0,8,4,"50,00%",1.37,0.69,0.00,0.00,19.5
300,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
301,0,0,0,0,0,0,2,0,"0,00%",0.29,0.00,0.00,0,22.3
302,1,1,0,0,1,1,8,3,"37,50%",01.04,0.39,0.13,0.33,20.3
303,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
304,0,0,0,0,0,0,4,1,"25,00%",3.16,0.79,0.00,0.00,13.0
305,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
306,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
307,0,0,0,0,0,0,3,0,"0,00%",0.89,0.00,0.00,0,13.9
308,0,0,0,0,0,0,3,1,"33,33%",0.50,0.17,0.00,0.00,11.6
309,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
310,0,0,0,0,0,0,4,1,"25,00%",1.35,0.34,0.00,0.00,19.7
311,0,0,0,0,0,0,3,2,"66,67%",0.93,0.62,0.00,0.00,8.5
312,0,0,0,0,0,0,3,0,"0,00%",2.70,0.00,0.00,0,15.1
313,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
314,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
315,1,0,1,1,0,1,2,1,"50,00%",0.43,0.22,0.00,0.00,22.5
316,0,0,0,0,0,0,7,3,"42,86%",2.40,01.03,0.00,0.00,15.8
317,7,7,0,0,0,7,38,19,"50,00%",3.52,1.76,0.18,0.37,13.6
318,0,0,0,1,0,0,1,0,"0,00%",0.17,0.00,0.00,0,36.6
319,2,1,1,1,0,2,10,6,"60,00%",1.76,01.06,0.10,0.17,21.5
320,0,0,0,0,0,0,1,0,"0,00%",0.80,0.00,0.00,0,11.5
321,0,0,0,0,0,0,2,2,"100,00%",0.24,0.24,0.00,0.00,25.6
322,0,0,0,0,0,0,3,2,"66,67%",0.55,0.37,0.00,0.00,30.9
323,3,2,1,1,0,3,12,5,"41,67%",1.55,0.65,0.17,0.40,17.5
324,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
325,0,0,0,0,0,0,4,2,"50,00%",2.98,1.49,0.00,0.00,23.8
326,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
327,1,0,1,2,2,1,20,4,"20,00%",2.50,0.50,0.00,0.00,17.2
328,0,0,0,0,0,0,2,0,"0,00%",1.10,0.00,0.00,0,9.6
329,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
330,1,1,0,0,0,1,4,2,"50,00%",3.24,1.62,0.25,0.50,10.7
331,0,0,0,0,0,0,7,1,"14,29%",1.24,0.18,0.00,0.00,23.9
332,1,1,0,0,0,1,3,2,"66,67%",0.99,0.66,0.33,0.50,8.8
333,0,0,0,0,0,0,1,0,"0,00%",0.21,0.00,0.00,0,10.4
334,1,0,1,1,4,1,21,9,"42,86%",2.33,1.00,0.00,0.00,28.3
335,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
336,0,0,0,0,0,0,1,0,"0,00%",0.24,0.00,0.00,0,11.7
337,0,0,0,0,0,0,3,0,"0,00%",0.53,0.00,0.00,0,12.4
338,0,0,0,0,0,0,9,1,"11,11%",1.64,0.18,0.00,0.00,24.1
339,1,1,0,0,0,1,1,1,"100,00%",0.42,0.42,1.00,1.00,11.3
340,1,1,0,0,0,1,1,1,"100,00%",2.00,2.00,1.00,1.00,12.5
341,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
342,0,0,0,0,0,0,7,2,"28,57%",2.15,0.61,0.00,0.00,21.9
343,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
344,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
345,0,0,0,0,0,0,1,0,"0,00%",4.50,0.00,0.00,0,13.1
346,0,0,0,0,0,0,2,1,"50,00%",0.55,0.27,0.00,0.00,21.5
347,0,0,0,0,0,0,1,0,"0,00%",0.60,0.00,0.00,0,4.3
348,2,2,0,0,0,2,12,7,"58,33%",2.10,1.22,0.17,0.29,14.3
349,0,0,0,0,0,0,1,0,"0,00%",0.35,0.00,0.00,0,12.8
350,0,0,0,0,0,0,7,0,"0,00%",2.80,0.00,0.00,0,26.1
351,0,0,0,0,0,0,1,0,"0,00%",0.22,0.00,0.00,0,12.3
352,0,0,0,0,0,0,2,0,"0,00%",2.22,0.00,0.00,0,17.5
353,0,0,0,0,0,0,2,0,"0,00%",0.42,0.00,0.00,0,19.7
354,0,0,0,0,0,0,6,2,"33,33%",1.26,0.42,0.00,0.00,16.6
355,0,0,0,0,0,0,3,0,"0,00%",0.48,0.00,0.00,0,10.0
356,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
357,1,1,0,0,0,1,4,1,"25,00%",0.58,0.14,0.25,1.00,19.8
358,0,0,0,0,0,0,2,0,"0,00%",60.00,0.00,0.00,0,17.7
359,0,0,0,0,0,0,10,1,"10,00%",01.07,0.11,0.00,0.00,27.5
360,1,1,0,0,0,1,5,2,"40,00%",0.55,0.22,0.20,0.50,14.2
361,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
362,0,0,0,0,0,0,0,0,"0,00%",0.00,0.00,0,0,0
363,0,0,0,0,0,0,3,0,"0,00%",1.35,0.00,0.00,0,16.0
364,2,1,1,3,0,2,35,11,"31,43%",4.55,1.43,0.03,0.09,17.9
365,0,0,0,0,0,0,2,0,"0,00%",0.69,0.00,0.00,0,8.0
366,0,0,0,0,0,0,3,2,"66,67%",0.97,0.65,0.00,0.00,16.9
367,0,0,0,1,0,0,2,1,"50,00%",0.62,0.31,0.00,0.00,30.0
